1353099678240411,3,0,0.738168147679063,-1.46098623667188,272.772,nan,nan
1353099678268108,3,0,0.738168147679063,-1.46098623667188,272.772,nan,nan
1353099678277781,3,0,0.738168147679063,-1.46098623667188,272.772,157.3,0.008
1353099679238194,3,0,0.738168145741748,-1.46098623571195,272.765,nan,nan
1353099679268422,3,0,0.738168145741748,-1.46098623571195,272.765,156.3,0.049
1353099679278220,3,0,0.738168145741748,-1.46098623571195,272.765,156.3,0.049
1353099680237861,3,0,0.738168146457333,-1.46098623522326,272.763,nan,nan
1353099680268605,3,0,0.738168146457333,-1.46098623522326,272.763,nan,nan
1353099680278361,3,0,0.738168146457333,-1.46098623522326,272.763,123.4,0.041
1353099681247759,3,0,0.738168146893665,-1.46098623639263,272.756,nan,nan
1353099681278697,3,0,0.738168146893665,-1.46098623639263,272.756,nan,nan
1353099682207532,3,0,0.738168146893665,-1.46098623639263,272.756,335.4,0.011
1353099682267836,3,0,0.738168146055907,-1.46098623545015,272.768,nan,nan
1353099682277793,3,0,0.738168146055907,-1.46098623545015,272.768,nan,nan
1353099683178366,3,0,0.738168146055907,-1.46098623545015,272.768,148.9,0.009
1353099683238181,3,0,0.738168147591797,-1.46098623682896,272.763,nan,nan
1353099683268384,3,0,0.738168147591797,-1.46098623682896,272.763,nan,nan
1353099683278871,3,0,0.738168147591797,-1.46098623682896,272.763,343.2,0.033
1353099684258007,3,0,0.738168150192337,-1.46098623754455,272.762,nan,nan
1353099684278539,3,0,0.738168150192337,-1.46098623754455,272.762,nan,nan
1353099685178043,3,0,0.738168150192337,-1.46098623754455,272.762,92.5,0.021
1353099685238764,3,0,0.73816815041923,-1.46098623778889,272.771,nan,nan
1353099685268096,3,0,0.73816815041923,-1.46098623778889,272.771,nan,nan
1353099685277914,3,0,0.73816815041923,-1.46098623778889,272.771,113.3,0.015
1353099686238002,3,0,0.738168152548532,-1.46098623885354,272.778,nan,nan
1353099686268307,3,0,0.738168152548532,-1.46098623885354,272.778,nan,nan
1353099686278117,3,0,0.738168152548532,-1.46098623885354,272.778,162.8,0.018
1353099687248205,3,0,0.738168150646123,-1.46098623927242,272.773,nan,nan
1353099687278015,3,0,0.738168150646123,-1.46098623927242,272.773,nan,nan
1353099688189072,3,0,0.738168150646123,-1.46098623927242,272.773,292.2,0.031
1353099688238420,3,0,0.73816815041923,-1.46098623935969,272.783,nan,nan
1353099688268298,3,0,0.73816815041923,-1.46098623935969,272.783,nan,nan
1353099688279139,3,0,0.73816815041923,-1.46098623935969,272.783,3.6,0.056
1353099689238118,3,0,0.738168149686192,-1.46098623911534,272.776,nan,nan
1353099689268822,3,0,0.738168149686192,-1.46098623911534,272.776,nan,nan
1353099689278543,3,0,0.738168149686192,-1.46098623911534,272.776,325.1,0.034
1353099690248589,3,0,0.738168150297057,-1.46098623918516,272.762,nan,nan
1353099690277859,3,0,0.738168150297057,-1.46098623918516,272.762,nan,nan
1353099691178279,3,0,0.738168150297057,-1.46098623918516,272.762,181.3,0.009
1353099691238662,3,0,0.738168150768296,-1.46098623935969,272.764,nan,nan
1353099691268280,3,0,0.738168150768296,-1.46098623935969,272.764,nan,nan
1353099691277998,3,0,0.738168150768296,-1.46098623935969,272.764,154.5,0.048
1353099692237969,3,0,0.73816815036687,-1.46098623885354,272.77,nan,nan
1353099692267788,3,0,0.73816815036687,-1.46098623885354,272.77,nan,nan
1353099692278003,3,0,0.73816815036687,-1.46098623885354,272.77,7.7,0.07
1353099693239733,3,0,0.738168150733389,-1.46098623928987,272.778,nan,nan
1353099693268482,3,0,0.738168150733389,-1.46098623928987,272.778,nan,nan
1353099693278186,3,0,0.738168150733389,-1.46098623928987,272.778,320,0.032
1353099694248245,3,0,0.738168149494206,-1.46098623853938,272.779,nan,nan
1353099694268841,3,0,0.738168149494206,-1.46098623853938,272.779,nan,nan
1353099694289112,3,0,0.738168149494206,-1.46098623853938,272.779,282.6,0.016
1353099695238572,3,0,0.738168148813527,-1.46098623806814,272.785,nan,nan
1353099695268474,3,0,0.738168148813527,-1.46098623806814,272.785,nan,nan
1353099695279135,3,0,0.738168148813527,-1.46098623806814,272.785,205.4,0.023
1353099696238510,3,0,0.738168146841305,-1.46098623702095,272.77,nan,nan
1353099696268272,3,0,0.738168146841305,-1.46098623702095,272.77,nan,nan
1353099696278003,3,0,0.738168146841305,-1.46098623702095,272.77,139.3,0.038
1353099697258213,3,0,0.738168147399811,-1.46098623763181,272.758,nan,nan
1353099697278143,3,0,0.738168147399811,-1.46098623763181,272.758,nan,nan
1353099698199921,3,0,0.738168147399811,-1.46098623763181,272.758,128,0.027
1353099698239075,3,0,0.738168146666772,-1.46098623761436,272.753,nan,nan
1353099698267890,3,0,0.738168146666772,-1.46098623761436,272.753,nan,nan
1353099698277733,3,0,0.738168146666772,-1.46098623761436,272.753,138.6,0.021
1353099699238638,3,0,0.738168146701679,-1.46098623815541,272.749,nan,nan
1353099699268707,3,0,0.738168146701679,-1.46098623815541,272.749,nan,nan
1353099699288091,3,0,0.738168146701679,-1.46098623815541,272.749,258.9,0.01
1353099700248007,3,0,0.738168144397844,-1.46098623696859,272.764,nan,nan
1353099700278065,3,0,0.738168144397844,-1.46098623696859,272.764,nan,nan
1353099701198102,3,0,0.738168144397844,-1.46098623696859,272.764,252.9,0.012
1353099701258603,3,0,0.738168145916281,-1.46098623723039,272.761,nan,nan
1353099701277888,3,0,0.738168145916281,-1.46098623723039,272.761,nan,nan
1353099702208576,3,0,0.738168145916281,-1.46098623723039,272.761,170.3,0.016
1353099702267878,3,0,0.738168146614412,-1.46098623667188,272.766,nan,nan
1353099702277926,3,0,0.738168146614412,-1.46098623667188,272.766,nan,nan
1353099703179888,3,0,0.738168146614412,-1.46098623667188,272.766,9.3,0.053
1353099703238322,3,0,0.7381681462828,-1.46098623560723,272.77,nan,nan
1353099703269699,3,0,0.7381681462828,-1.46098623560723,272.77,nan,nan
1353099703277846,3,0,0.7381681462828,-1.46098623560723,272.77,29.1,0.035
1353099704248001,3,0,0.738168146108267,-1.46098623574686,272.769,nan,nan
1353099704278613,3,0,0.738168146108267,-1.46098623574686,272.769,nan,nan
1353099704288831,3,0,0.738168146108267,-1.46098623574686,272.769,324.9,0.027
1353099705258669,3,0,0.738168147888503,-1.46098623623555,272.771,nan,nan
1353099705288297,3,0,0.738168147888503,-1.46098623623555,272.771,nan,nan
1353099706209814,3,0,0.738168147888503,-1.46098623623555,272.771,82.6,0.01
1353099706268043,3,0,0.7381681491975,-1.46098623775399,272.779,nan,nan
1353099706278924,3,0,0.7381681491975,-1.46098623775399,272.779,nan,nan
1353099707189693,3,0,0.7381681491975,-1.46098623775399,272.779,226.7,0.018
1353099707239983,3,0,0.738168149633832,-1.46098623845212,272.777,nan,nan
1353099707278539,3,0,0.738168149633832,-1.46098623845212,272.777,nan,nan
1353099708188549,3,0,0.738168149633832,-1.46098623845212,272.777,199.9,0.023
1353099708248271,3,0,0.738168150384324,-1.46098623932478,272.777,nan,nan
1353099708278492,3,0,0.738168150384324,-1.46098623932478,272.777,nan,nan
1353099709198490,3,0,0.738168150384324,-1.46098623932478,272.777,26.4,0.018
1353099709258384,3,0,0.738168150035258,-1.46098623866156,272.777,nan,nan
1353099709287951,3,0,0.738168150035258,-1.46098623866156,272.777,nan,nan
1353099710208289,3,0,0.738168150035258,-1.46098623866156,272.777,343.8,0.041
1353099710268091,3,0,0.738168149284766,-1.46098623789361,272.776,nan,nan
1353099710279206,3,0,0.738168149284766,-1.46098623789361,272.776,nan,nan
1353099711189829,3,0,0.738168149284766,-1.46098623789361,272.776,19.7,0.052
1353099711248257,3,0,0.738168148028129,-1.46098623789361,272.768,nan,nan
1353099711278842,3,0,0.738168148028129,-1.46098623789361,272.768,nan,nan
1353099712188217,3,0,0.738168148028129,-1.46098623789361,272.768,22.5,0.012
1353099712248586,3,0,0.738168148412102,-1.46098623745728,272.763,nan,nan
1353099712277943,3,0,0.738168148412102,-1.46098623745728,272.763,nan,nan
1353099712278244,3,0,0.738168148412102,-1.46098623745728,272.763,121.4,0.042
1353099713248215,3,0,0.738168149406939,-1.46098623813796,272.773,nan,nan
1353099713277974,3,0,0.738168149406939,-1.46098623813796,272.773,nan,nan
1353099713288749,3,0,0.738168149406939,-1.46098623813796,272.773,163.9,0.081
1353099714238257,3,0,0.738168150157431,-1.46098623901062,272.775,nan,nan
1353099714268074,3,0,0.738168150157431,-1.46098623901062,272.775,nan,nan
1353099714288673,3,0,0.738168150157431,-1.46098623901062,272.775,220.3,0.024
1353099715248548,2,0,0.738168151937667,-1.46098624005782,nan,nan,nan
1353099715278761,2,0,0.738168151937667,-1.46098624005782,nan,358.2,0.065
1353099715279551,3,0,0.738168151937667,-1.46098624005782,272.78,358.2,0.065
1353099716248070,3,0,0.738168150279604,-1.46098623867901,272.775,nan,nan
1353099716278365,3,0,0.738168150279604,-1.46098623867901,272.775,nan,nan
1353099717198238,3,0,0.738168150279604,-1.46098623867901,272.775,335.6,0.043
1353099717258960,3,0,0.73816814898806,-1.46098623775399,272.766,nan,nan
1353099717288467,3,0,0.73816814898806,-1.46098623775399,272.766,nan,nan
1353099718209588,3,0,0.73816814898806,-1.46098623775399,272.766,304.8,0.024
1353099718268226,3,0,0.738168148185209,-1.46098623723039,272.763,nan,nan
1353099718288417,3,0,0.738168148185209,-1.46098623723039,272.763,nan,nan
1353099719188113,3,0,0.738168148185209,-1.46098623723039,272.763,178,0.048
1353099719248393,3,0,0.738168148970607,-1.46098623749219,272.756,nan,nan
1353099719279841,3,0,0.738168148970607,-1.46098623749219,272.756,nan,nan
1353099720188305,3,0,0.738168148970607,-1.46098623749219,272.756,246.6,0.013
1353099720248292,3,0,0.738168147853596,-1.46098623665443,272.758,nan,nan
1353099720278059,3,0,0.738168147853596,-1.46098623665443,272.758,nan,nan
1353099720288401,3,0,0.738168147853596,-1.46098623665443,272.758,165.3,0.044
1353099721258007,3,0,0.738168157173654,-1.46098623091229,272.771,nan,nan
1353099721288326,3,0,0.738168157173654,-1.46098623091229,272.771,nan,nan
1353099722209409,3,0,0.738168157173654,-1.46098623091229,272.771,14,0.067
1353099722268642,3,0,0.738168178571391,-1.4609862447004,272.768,nan,nan
1353099722287770,3,0,0.738168178571391,-1.4609862447004,272.768,nan,nan
1353099723189726,3,0,0.738168178571391,-1.4609862447004,272.768,317.6,0.189
1353099723248346,3,0,0.738168197717653,-1.46098627271293,272.752,nan,nan
1353099723278043,3,0,0.738168197717653,-1.46098627271293,272.752,nan,nan
1353099723288111,3,0,0.738168197717653,-1.46098627271293,272.752,315.6,0.15
1353099724248317,3,0,0.738168203826305,-1.46098628351652,272.749,nan,nan
1353099724278049,3,0,0.738168203826305,-1.46098628351652,272.749,nan,nan
1353099724287829,3,0,0.738168203826305,-1.46098628351652,272.749,117.2,0.037
1353099725258688,3,0,0.738168205257475,-1.46098628595998,272.754,nan,nan
1353099725289492,3,0,0.738168205257475,-1.46098628595998,272.754,nan,nan
1353099726188290,3,0,0.738168205257475,-1.46098628595998,272.754,34.9,0.03
1353099726248776,3,0,0.73816820771839,-1.46098629067237,272.768,nan,nan
1353099726278448,3,0,0.73816820771839,-1.46098629067237,272.768,nan,nan
1353099726288217,3,0,0.73816820771839,-1.46098629067237,272.768,38.8,0.013
1353099727249439,3,0,0.73816820920192,-1.46098629442483,272.777,nan,nan
1353099727278231,3,0,0.73816820920192,-1.46098629442483,272.777,nan,nan
1353099727287826,3,0,0.73816820920192,-1.46098629442483,272.777,285,0.025
1353099728248340,3,0,0.738168209812785,-1.46098629451209,272.776,nan,nan
1353099728278717,3,0,0.738168209812785,-1.46098629451209,272.776,nan,nan
1353099728288697,3,0,0.738168209812785,-1.46098629451209,272.776,142.6,0.012
1353099729248677,3,0,0.738168209324092,-1.46098629295875,272.768,nan,nan
